publication_date,date,variable,value
2021-01-28,2020-07-18,Number of tests,4131
2021-01-28,2020-07-18,Number of deaths,0
2021-01-28,2020-07-19,Number of cases,5
2021-01-28,2020-07-19,Number of tests,2136
2021-01-28,2020-07-19,Number of deaths,0
2021-01-28,2020-07-20,Number of cases,12
2021-01-28,2020-07-20,Number of tests,3296
2021-01-28,2020-07-20,Number of deaths,1
2021-01-28,2020-07-21,Number of cases,8
2021-01-28,2020-07-21,Number of tests,5462
2021-01-28,2020-07-21,Number of deaths,0
2021-01-28,2020-07-22,Number of cases,11
2021-01-28,2020-07-22,Number of tests,5042
2021-01-28,2020-07-22,Number of deaths,0
2021-01-28,2020-07-23,Number of cases,3
2021-01-28,2020-07-23,Number of tests,5477
2021-01-28,2020-07-23,Number of deaths,0
2021-01-28,2020-07-24,Number of cases,10
2021-01-28,2020-07-24,Number of tests,4752
2021-01-28,2020-07-24,Number of deaths,0
2021-01-28,2020-07-25,Number of cases,4
2021-01-28,2020-07-25,Number of tests,3760
2021-01-28,2020-07-25,Number of deaths,0
2021-01-28,2020-07-26,Number of cases,8
2021-01-28,2020-07-26,Number of tests,2285
2021-01-28,2020-07-26,Number of deaths,0
2021-01-28,2020-07-27,Number of cases,12
2021-01-28,2020-07-27,Number of tests,3403
2021-01-28,2020-07-27,Number of deaths,0
2021-01-28,2020-07-28,Number of cases,9
2021-01-28,2020-07-28,Number of tests,5743
2021-01-28,2020-07-28,Number of deaths,1
2021-01-28,2020-07-29,Number of cases,12
2021-01-28,2020-07-29,Number of tests,5539
2021-01-28,2020-07-29,Number of deaths,1
2021-01-28,2020-07-30,Number of cases,8
2021-01-28,2020-07-30,Number of tests,5635
2021-01-28,2020-07-30,Number of deaths,0
2021-01-28,2020-07-31,Number of cases,18
2021-01-28,2020-07-31,Number of tests,5555
2021-01-28,2020-07-31,Number of deaths,0
2021-01-28,2020-08-01,Number of cases,15
2021-01-28,2020-08-01,Number of tests,4198
2021-01-28,2020-08-01,Number of deaths,0
2021-01-28,2020-08-02,Number of cases,10
2021-01-28,2020-08-02,Number of tests,4568
2021-01-28,2020-08-02,Number of deaths,0
2021-01-28,2020-08-03,Number of cases,35
2021-01-28,2020-08-03,Number of tests,5250
2021-01-28,2020-08-03,Number of deaths,1
2021-01-28,2020-08-04,Number of cases,22
2021-01-28,2020-08-04,Number of tests,6819
2021-01-28,2020-08-04,Number of deaths,0
2021-01-28,2020-08-05,Number of cases,29
2021-01-28,2020-08-05,Number of tests,8536
2021-01-28,2020-08-05,Number of deaths,0
2021-01-28,2020-08-06,Number of cases,22
2021-01-28,2020-08-06,Number of tests,7097
2021-01-28,2020-08-06,Number of deaths,0
2021-01-28,2020-08-07,Number of cases,17
2021-01-28,2020-08-07,Number of tests,8815
2021-01-28,2020-08-07,Number of deaths,0
2021-01-28,2020-08-08,Number of cases,9
2021-01-28,2020-08-08,Number of tests,6327
2021-01-28,2020-08-08,Number of deaths,0
2021-01-28,2020-08-09,Number of cases,35
2021-01-28,2020-08-09,Number of tests,5942
2021-01-28,2020-08-09,Number of deaths,0
2021-01-28,2020-08-10,Number of cases,15
2021-01-28,2020-08-10,Number of tests,7260
2021-01-28,2020-08-10,Number of deaths,0
2021-01-28,2020-08-11,Number of cases,28
2021-01-28,2020-08-11,Number of tests,10638
2021-01-28,2020-08-11,Number of deaths,0
2021-01-28,2020-08-12,Number of cases,27
2021-01-28,2020-08-12,Number of tests,11597
2021-01-28,2020-08-12,Number of deaths,0
2021-01-28,2020-08-13,Number of cases,21
2021-01-28,2020-08-13,Number of tests,12107
2021-01-28,2020-08-13,Number of deaths,0
2021-01-28,2020-08-14,Number of cases,27
2021-01-28,2020-08-14,Number of tests,9621
2021-01-28,2020-08-14,Number of deaths,0
2021-01-28,2020-08-15,Number of cases,14
2021-01-28,2020-08-15,Number of tests,10354
2021-01-28,2020-08-15,Number of deaths,0
2021-01-28,2020-08-16,Number of cases,43
2021-01-28,2020-08-16,Number of tests,10958
2021-01-28,2020-08-16,Number of deaths,1
2021-01-28,2020-08-17,Number of cases,27
2021-01-28,2020-08-17,Number of tests,10919
2021-01-28,2020-08-17,Number of deaths,0
2021-01-28,2020-08-18,Number of cases,39
2021-01-28,2020-08-18,Number of tests,12886
2021-01-28,2020-08-18,Number of deaths,0
2021-01-28,2020-08-19,Number of cases,47
2021-01-28,2020-08-19,Number of tests,17142
2021-01-28,2020-08-19,Number of deaths,0
2021-01-28,2020-08-20,Number of cases,27
2021-01-28,2020-08-20,Number of tests,15969
2021-01-28,2020-08-20,Number of deaths,0
2021-01-28,2020-08-21,Number of cases,25
2021-01-28,2020-08-21,Number of tests,16150
2021-01-28,2020-08-21,Number of deaths,0
2021-01-28,2020-08-22,Number of cases,16
2021-01-28,2020-08-22,Number of tests,12831
2021-01-28,2020-08-22,Number of deaths,0
2021-01-28,2020-08-23,Number of cases,10
2021-01-28,2020-08-23,Number of tests,12725
2021-01-28,2020-08-23,Number of deaths,0
2021-01-28,2020-08-24,Number of cases,17
2021-01-28,2020-08-24,Number of tests,14506
2021-01-28,2020-08-24,Number of deaths,0
2021-01-28,2020-08-25,Number of cases,15
2021-01-28,2020-08-25,Number of tests,16150
2021-01-28,2020-08-25,Number of deaths,0
2021-01-28,2020-08-26,Number of cases,20
2021-01-28,2020-08-26,Number of tests,17490
2021-01-28,2020-08-26,Number of deaths,0
2021-01-28,2020-08-27,Number of cases,32
2021-01-28,2020-08-27,Number of tests,17326
2021-01-28,2020-08-27,Number of deaths,0
2021-01-28,2020-08-28,Number of cases,35
2021-01-28,2020-08-28,Number of tests,14166
2021-01-28,2020-08-28,Number of deaths,0
2021-01-28,2020-08-29,Number of cases,19
2021-01-28,2020-08-29,Number of tests,15175
2021-01-28,2020-08-29,Number of deaths,0
2021-01-28,2020-08-30,Number of cases,18
2021-01-28,2020-08-30,Number of tests,13341
2021-01-28,2020-08-30,Number of deaths,0
2021-01-28,2020-08-31,Number of cases,48
2021-01-28,2020-08-31,Number of tests,13116
2021-01-28,2020-08-31,Number of deaths,1
2021-01-28,2020-09-01,Number of cases,29
2021-01-28,2020-09-01,Number of tests,14797
2021-01-28,2020-09-01,Number of deaths,1
2021-01-28,2020-09-02,Number of cases,26
2021-01-28,2020-09-02,Number of tests,17899
2021-01-28,2020-09-02,Number of deaths,0
2021-01-28,2020-09-03,Number of cases,35
2021-01-28,2020-09-03,Number of tests,16872
2021-01-28,2020-09-03,Number of deaths,0
2021-01-28,2020-09-04,Number of cases,42
2021-01-28,2020-09-04,Number of tests,16079
2021-01-28,2020-09-04,Number of deaths,1
2021-01-28,2020-09-05,Number of cases,22
2021-01-28,2020-09-05,Number of tests,14169
2021-01-28,2020-09-05,Number of deaths,0
2021-01-28,2020-09-06,Number of cases,33
2021-01-28,2020-09-06,Number of tests,9530
2021-01-28,2020-09-06,Number of deaths,1
2021-01-28,2020-09-07,Number of cases,45
2021-01-28,2020-09-07,Number of tests,7288
2021-01-28,2020-09-07,Number of deaths,0
2021-01-28,2020-09-08,Number of cases,58
2021-01-28,2020-09-08,Number of tests,12053
2021-01-28,2020-09-08,Number of deaths,0
2021-01-28,2020-09-09,Number of cases,55
2021-01-28,2020-09-09,Number of tests,14213
2021-01-28,2020-09-09,Number of deaths,3
2021-01-28,2020-09-10,Number of cases,54
2021-01-28,2020-09-10,Number of tests,13000
2021-01-28,2020-09-10,Number of deaths,0
2021-01-28,2020-09-11,Number of cases,58
2021-01-28,2020-09-11,Number of tests,14441
2021-01-28,2020-09-11,Number of deaths,2
2021-01-28,2020-09-12,Number of cases,40
2021-01-28,2020-09-12,Number of tests,10330
2021-01-28,2020-09-12,Number of deaths,0
2021-01-28,2020-09-13,Number of cases,46
2021-01-28,2020-09-13,Number of tests,8400
2021-01-28,2020-09-13,Number of deaths,0
2021-01-28,2020-09-14,Number of cases,59
2021-01-28,2020-09-14,Number of tests,9184
2021-01-28,2020-09-14,Number of deaths,1
2021-01-28,2020-09-15,Number of cases,53
2021-01-28,2020-09-15,Number of tests,13585
2021-01-28,2020-09-15,Number of deaths,0
2021-01-28,2020-09-16,Number of cases,57
2021-01-28,2020-09-16,Number of tests,17146
2021-01-28,2020-09-16,Number of deaths,1
2021-01-28,2020-09-17,Number of cases,85
2021-01-28,2020-09-17,Number of tests,18382
2021-01-28,2020-09-17,Number of deaths,0
2021-01-28,2020-09-18,Number of cases,77
2021-01-28,2020-09-18,Number of tests,16891
2021-01-28,2020-09-18,Number of deaths,0
2021-01-28,2020-09-19,Number of cases,61
2021-01-28,2020-09-19,Number of tests,12256
2021-01-28,2020-09-19,Number of deaths,0
2021-01-28,2020-09-20,Number of cases,74
2021-01-28,2020-09-20,Number of tests,10322
2021-01-28,2020-09-20,Number of deaths,0
2021-01-28,2020-09-21,Number of cases,120
2021-01-28,2020-09-21,Number of tests,8746
2021-01-28,2020-09-21,Number of deaths,0
2021-01-28,2020-09-22,Number of cases,110
2021-01-28,2020-09-22,Number of tests,14194
2021-01-28,2020-09-22,Number of deaths,1
2021-01-28,2020-09-23,Number of cases,117
2021-01-28,2020-09-23,Number of tests,13652
2021-01-28,2020-09-23,Number of deaths,2
2021-01-28,2020-09-24,Number of cases,98
2021-01-28,2020-09-24,Number of tests,16563
2021-01-28,2020-09-24,Number of deaths,0
2021-01-28,2020-09-25,Number of cases,127
2021-01-28,2020-09-25,Number of tests,14512
2021-01-28,2020-09-25,Number of deaths,1
2021-01-28,2020-09-26,Number of cases,74
2021-01-28,2020-09-26,Number of tests,14760
2021-01-28,2020-09-26,Number of deaths,0
2021-01-28,2020-09-27,Number of cases,70
2021-01-28,2020-09-27,Number of tests,8978
2021-01-28,2020-09-27,Number of deaths,0
2021-01-28,2020-09-28,Number of cases,122
2021-01-28,2020-09-28,Number of tests,11263
2021-01-28,2020-09-28,Number of deaths,0
2021-01-28,2020-09-29,Number of cases,133
2021-01-28,2020-09-29,Number of tests,11771
2021-01-28,2020-09-29,Number of deaths,0
2021-01-28,2020-09-30,Number of cases,166
2021-01-28,2020-09-30,Number of tests,15401
2021-01-28,2020-09-30,Number of deaths,0
2021-01-28,2020-10-01,Number of cases,190
2021-01-28,2020-10-01,Number of tests,12134
2021-01-28,2020-10-01,Number of deaths,2
2021-01-28,2020-10-02,Number of cases,188
2021-01-28,2020-10-02,Number of tests,12512
2021-01-28,2020-10-02,Number of deaths,0
2021-01-28,2020-10-03,Number of cases,180
2021-01-28,2020-10-03,Number of tests,12108
2021-01-28,2020-10-03,Number of deaths,0
2021-01-28,2020-10-04,Number of cases,148
2021-01-28,2020-10-04,Number of tests,9854
2021-01-28,2020-10-04,Number of deaths,0
2021-01-28,2020-10-05,Number of cases,292
2021-01-28,2020-10-05,Number of tests,11413
2021-01-28,2020-10-05,Number of deaths,2
2021-01-28,2020-10-06,Number of cases,303
2021-01-28,2020-10-06,Number of tests,15492
2021-01-28,2020-10-06,Number of deaths,2
2021-01-28,2020-10-07,Number of cases,306
2021-01-28,2020-10-07,Number of tests,17602
2021-01-28,2020-10-07,Number of deaths,2
2021-01-28,2020-10-08,Number of cases,259
2021-01-28,2020-10-08,Number of tests,17228
2021-01-28,2020-10-08,Number of deaths,0
2021-01-28,2020-10-09,Number of cases,227
2021-01-28,2020-10-09,Number of tests,17262
2021-01-28,2020-10-09,Number of deaths,0
2021-01-28,2020-10-10,Number of cases,110
2021-01-28,2020-10-10,Number of tests,14774
2021-01-28,2020-10-10,Number of deaths,1
2021-01-28,2020-10-11,Number of cases,130
2021-01-28,2020-10-11,Number of tests,9812
2021-01-28,2020-10-11,Number of deaths,2
2021-01-28,2020-10-12,Number of cases,256
2021-01-28,2020-10-12,Number of tests,13285
2021-01-28,2020-10-12,Number of deaths,1
2021-01-28,2020-10-13,Number of cases,200
2021-01-28,2020-10-13,Number of tests,17349
2021-01-28,2020-10-13,Number of deaths,0
2021-01-28,2020-10-14,Number of cases,202
2021-01-28,2020-10-14,Number of tests,17602
2021-01-28,2020-10-14,Number of deaths,3
2021-01-28,2020-10-15,Number of cases,190
2021-01-28,2020-10-15,Number of tests,17031
2021-01-28,2020-10-15,Number of deaths,0
2021-01-28,2020-10-16,Number of cases,195
2021-01-28,2020-10-16,Number of tests,14710
2021-01-28,2020-10-16,Number of deaths,1
2021-01-28,2020-10-17,Number of cases,104
2021-01-28,2020-10-17,Number of tests,11610
2021-01-28,2020-10-17,Number of deaths,0
2021-01-28,2020-10-18,Number of cases,130
2021-01-28,2020-10-18,Number of tests,8424
2021-01-28,2020-10-18,Number of deaths,0
2021-01-28,2020-10-19,Number of cases,245
2021-01-28,2020-10-19,Number of tests,11089
2021-01-28,2020-10-19,Number of deaths,2
2021-01-28,2020-10-20,Number of cases,167
2021-01-28,2020-10-20,Number of tests,16364
2021-01-28,2020-10-20,Number of deaths,0
2021-01-28,2020-10-21,Number of cases,189
2021-01-28,2020-10-21,Number of tests,17648
2021-01-28,2020-10-21,Number of deaths,0
2021-01-28,2020-10-22,Number of cases,220
2021-01-28,2020-10-22,Number of tests,17457
2021-01-28,2020-10-22,Number of deaths,1
2021-01-28,2020-10-23,Number of cases,193
2021-01-28,2020-10-23,Number of tests,16372
2021-01-28,2020-10-23,Number of deaths,1
2021-01-28,2020-10-24,Number of cases,107
2021-01-28,2020-10-24,Number of tests,11629
2021-01-28,2020-10-24,Number of deaths,0
2021-01-28,2020-10-25,Number of cases,124
2021-01-28,2020-10-25,Number of tests,7203
2021-01-28,2020-10-25,Number of deaths,1
2021-01-28,2020-10-26,Number of cases,256
2021-01-28,2020-10-26,Number of tests,11894
2021-01-28,2020-10-26,Number of deaths,0
2021-01-28,2020-10-27,Number of cases,231
2021-01-28,2020-10-27,Number of tests,18584
2021-01-28,2020-10-27,Number of deaths,1
2021-01-28,2020-10-28,Number of cases,241
2021-01-28,2020-10-28,Number of tests,16275
2021-01-28,2020-10-28,Number of deaths,0
2021-01-28,2020-10-29,Number of cases,237
2021-01-28,2020-10-29,Number of tests,15077
2021-01-28,2020-10-29,Number of deaths,0
2021-01-28,2020-10-30,Number of cases,220
2021-01-28,2020-10-30,Number of tests,12349
2021-01-28,2020-10-30,Number of deaths,1
2021-01-28,2020-10-31,Number of cases,121
2021-01-28,2020-10-31,Number of tests,8858
2021-01-28,2020-10-31,Number of deaths,0
2021-01-28,2020-11-01,Number of cases,150
2021-01-28,2020-11-01,Number of tests,5984
2021-01-28,2020-11-01,Number of deaths,0
2021-01-28,2020-11-02,Number of cases,288
2021-01-28,2020-11-02,Number of tests,9755
2021-01-28,2020-11-02,Number of deaths,0
2021-01-28,2020-11-03,Number of cases,241
2021-01-28,2020-11-03,Number of tests,16077
2021-01-28,2020-11-03,Number of deaths,0
2021-01-28,2020-11-04,Number of cases,213
2021-01-28,2020-11-04,Number of tests,17293
2021-01-28,2020-11-04,Number of deaths,0
2021-01-28,2020-11-05,Number of cases,222
2021-01-28,2020-11-05,Number of tests,15315
2021-01-28,2020-11-05,Number of deaths,1
2021-01-28,2020-11-06,Number of cases,196
2021-01-28,2020-11-06,Number of tests,15128
2021-01-28,2020-11-06,Number of deaths,2
2021-01-28,2020-11-07,Number of cases,128
2021-01-28,2020-11-07,Number of tests,9833
2021-01-28,2020-11-07,Number of deaths,2
2021-01-28,2020-11-08,Number of cases,133
2021-01-28,2020-11-08,Number of tests,5786
2021-01-28,2020-11-08,Number of deaths,7
2021-01-28,2020-11-09,Number of cases,273
2021-01-28,2020-11-09,Number of tests,11753
2021-01-28,2020-11-09,Number of deaths,3
2021-01-28,2020-11-10,Number of cases,206
2021-01-28,2020-11-10,Number of tests,16694
2021-01-28,2020-11-10,Number of deaths,0
2021-01-28,2020-11-11,Number of cases,294
2021-01-28,2020-11-11,Number of tests,16387
2021-01-28,2020-11-11,Number of deaths,0
2021-01-28,2020-11-12,Number of cases,282
2021-01-28,2020-11-12,Number of tests,15852
2021-01-28,2020-11-12,Number of deaths,4
2021-01-28,2020-11-13,Number of cases,267
2021-01-28,2020-11-13,Number of tests,13392
2021-01-28,2020-11-13,Number of deaths,7
2021-01-28,2020-11-14,Number of cases,145
2021-01-28,2020-11-14,Number of tests,10836
2021-01-28,2020-11-14,Number of deaths,2
2021-01-28,2020-11-15,Number of cases,182
2021-01-28,2020-11-15,Number of tests,6648
2021-01-28,2020-11-15,Number of deaths,2
2021-01-28,2020-11-16,Number of cases,392
2021-01-28,2020-11-16,Number of tests,12667
2021-01-28,2020-11-16,Number of deaths,1
2021-01-28,2020-11-17,Number of cases,391
2021-01-28,2020-11-17,Number of tests,18246
2021-01-28,2020-11-17,Number of deaths,2
2021-01-28,2020-11-18,Number of cases,376
2021-01-28,2020-11-18,Number of tests,17093
2021-01-28,2020-11-18,Number of deaths,3
2021-01-28,2020-11-19,Number of cases,478
2021-01-28,2020-11-19,Number of tests,16789
2021-01-28,2020-11-19,Number of deaths,3
2021-01-28,2020-11-20,Number of cases,428
2021-01-28,2020-11-20,Number of tests,17748
2021-01-28,2020-11-20,Number of deaths,6
2021-01-28,2020-11-21,Number of cases,268
2021-01-28,2020-11-21,Number of tests,13047
2021-01-28,2020-11-21,Number of deaths,9
2021-01-28,2020-11-22,Number of cases,267
2021-01-28,2020-11-22,Number of tests,8718
2021-01-28,2020-11-22,Number of deaths,5
2021-01-28,2020-11-23,Number of cases,504
2021-01-28,2020-11-23,Number of tests,14688
2021-01-28,2020-11-23,Number of deaths,5
2021-01-28,2020-11-24,Number of cases,469
2021-01-28,2020-11-24,Number of tests,20984
2021-01-28,2020-11-24,Number of deaths,6
2021-01-28,2020-11-25,Number of cases,616
2021-01-28,2020-11-25,Number of tests,23323
2021-01-28,2020-11-25,Number of deaths,8
2021-01-28,2020-11-26,Number of cases,510
2021-01-28,2020-11-26,Number of tests,21928
2021-01-28,2020-11-26,Number of deaths,2
2021-01-28,2020-11-27,Number of cases,455
2021-01-28,2020-11-27,Number of tests,21658
2021-01-28,2020-11-27,Number of deaths,6
2021-01-28,2020-11-28,Number of cases,284
2021-01-28,2020-11-28,Number of tests,16298
2021-01-28,2020-11-28,Number of deaths,2
2021-01-28,2020-11-29,Number of cases,293
2021-01-28,2020-11-29,Number of tests,13935
2021-01-28,2020-11-29,Number of deaths,4
2021-01-28,2020-11-30,Number of cases,596
2021-01-28,2020-11-30,Number of tests,14556
2021-01-28,2020-11-30,Number of deaths,9
2021-01-28,2020-12-01,Number of cases,439
2021-01-28,2020-12-01,Number of tests,20889
2021-01-28,2020-12-01,Number of deaths,3
2021-01-28,2020-12-02,Number of cases,495
2021-01-28,2020-12-02,Number of tests,23756
2021-01-28,2020-12-02,Number of deaths,7
2021-01-28,2020-12-03,Number of cases,477
2021-01-28,2020-12-03,Number of tests,21894
2021-01-28,2020-12-03,Number of deaths,5
2021-01-28,2020-12-04,Number of cases,472
2021-01-28,2020-12-04,Number of tests,21704
2021-01-28,2020-12-04,Number of deaths,3
2021-01-28,2020-12-05,Number of cases,251
2021-01-28,2020-12-05,Number of tests,17866
2021-01-28,2020-12-05,Number of deaths,6
2021-01-28,2020-12-06,Number of cases,283
2021-01-28,2020-12-06,Number of tests,11462
2021-01-28,2020-12-06,Number of deaths,10
2021-01-28,2020-12-07,Number of cases,587
2021-01-28,2020-12-07,Number of tests,15644
2021-01-28,2020-12-07,Number of deaths,10
2021-01-28,2020-12-08,Number of cases,478
2021-01-28,2020-12-08,Number of tests,21190
2021-01-28,2020-12-08,Number of deaths,3
2021-01-28,2020-12-09,Number of cases,464
2021-01-28,2020-12-09,Number of tests,21645
2021-01-28,2020-12-09,Number of deaths,5
2021-01-28,2020-12-10,Number of cases,408
2021-01-28,2020-12-10,Number of tests,18679
2021-01-28,2020-12-10,Number of deaths,4
2021-01-28,2020-12-11,Number of cases,444
2021-01-28,2020-12-11,Number of tests,19191
2021-01-28,2020-12-11,Number of deaths,10
2021-01-28,2020-12-12,Number of cases,250
2021-01-28,2020-12-12,Number of tests,13877
2021-01-28,2020-12-12,Number of deaths,3
2021-01-28,2020-12-13,Number of cases,276
2021-01-28,2020-12-13,Number of tests,10414
2021-01-28,2020-12-13,Number of deaths,5
2021-01-28,2020-12-14,Number of cases,463
2021-01-28,2020-12-14,Number of tests,15189
2021-01-28,2020-12-14,Number of deaths,12
2021-01-28,2020-12-15,Number of cases,358
2021-01-28,2020-12-15,Number of tests,22630
2021-01-28,2020-12-15,Number of deaths,7
2021-01-28,2020-12-16,Number of cases,350
2021-01-28,2020-12-16,Number of tests,18572
2021-01-28,2020-12-16,Number of deaths,4
2021-01-28,2020-12-17,Number of cases,319
2021-01-28,2020-12-17,Number of tests,20440
